# COVERAGE.tsv — Pillar 1 completeness ledger (Stage A first pass)
# audio-cell universe = 964 render-read offsets; 269 value-tree leaves swept
# STATUS: APPLIED=port writes all its audio cells (verify laws in Pillar 3);
#   GAP=port never writes a render-read cell this leaf writes (FIX these);
#   SILENT=wrote no audio cell in tested FX contexts. SILENT is NOT yet
#   resolved: it splits into performance features provably outside preset
#   audio (PAT3_SEQ_* sequencer, PAT2_CHORD chord-memory) that need an
#   INERT proof, and FX leaves (PAT2_FL flanger, PAT2_MFX mode-5, some
#   REV/CHO) that need their activating FX-mode context re-swept (the
#   chorus cuts proved this: SILENT here, but ext_sweeps shows they DO
#   write cells). Ledger is airtight only when SILENT=0 (every row
#   APPLIED/GAP/INERT-PROVEN). This first pass delivers the GAP LIST.
# KNOWN SOFT EDGE (honest): classification uses ISOLATED leaf dispatch +
#   memory-write instrumentation. It is SOLID for GAP (a render-read cell no
#   patch's port-recall writes, port_writeset spans all 6 effect types) and
#   for APPLIED (port writes the cell). The INERT-PROVEN detail
#   'no_engine_write_in_12_contexts' is WEAKER: a CONDITIONAL setter (e.g.
#   disp 854 (F ENV VARIATION) = VCF env-source, which the port DOES apply)
#   can write nothing in isolation -> such rows are applied-but-mislabeled,
#   NOT gaps. Hardening these + the UNRESOLVED FX leaves requires the
#   full-value-tree recall differential (drive every leaf at a patch's
#   value in port AND plugin, diff state) — the defined next step. The
#   GAP worklist below is unaffected by this soft edge.
disp	family	struct	name	status	detail
1485	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 4)	INERT-PROVEN	no_engine_write_in_12_contexts
1486	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 5)	INERT-PROVEN	no_engine_write_in_12_contexts
1487	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 6)	INERT-PROVEN	no_engine_write_in_12_contexts
1488	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 7)	INERT-PROVEN	no_engine_write_in_12_contexts
1489	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 8)	INERT-PROVEN	no_engine_write_in_12_contexts
1490	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note Flag	INERT-PROVEN	no_engine_write_in_12_contexts
1491	PATCH	PAT3_SEQ_STEP0	STEP SEQ Slide Flag	INERT-PROVEN	no_engine_write_in_12_contexts
1492	PATCH	PAT3_SEQ_STEP0	STEP SEQ Mute Flag	INERT-PROVEN	no_engine_write_in_12_contexts
1493	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 1 Target	INERT-PROVEN	no_engine_write_in_12_contexts
1494	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 2 Target	INERT-PROVEN	no_engine_write_in_12_contexts
1495	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 3 Target	INERT-PROVEN	no_engine_write_in_12_contexts
1496	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 4 Target	INERT-PROVEN	no_engine_write_in_12_contexts
1497	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 1 Value	INERT-PROVEN	no_engine_write_in_12_contexts
1498	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 2 Value	INERT-PROVEN	no_engine_write_in_12_contexts
1499	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 3 Value	INERT-PROVEN	no_engine_write_in_12_contexts
1500	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 4 Value	INERT-PROVEN	no_engine_write_in_12_contexts
1501	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 1 Transient	INERT-PROVEN	no_engine_write_in_12_contexts
1502	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 2 Transient	INERT-PROVEN	no_engine_write_in_12_contexts
1503	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 3 Transient	INERT-PROVEN	no_engine_write_in_12_contexts
1504	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign 4 Transient	INERT-PROVEN	no_engine_write_in_12_contexts
1505	PATCH	PAT3_SEQ_STEP0	STEP SEQ Assign Flag	INERT-PROVEN	no_engine_write_in_12_contexts
1550	PATCH	vs	mode	INERT-PROVEN	GUI/editor state; no engine cell
1551	PATCH	vs	ccAssign	INERT-PROVEN	GUI/editor state; no engine cell
1552	PATCH	vs	panelPatch	INERT-PROVEN	GUI/editor state; no engine cell
1553	PATCH	vs	panelSize	INERT-PROVEN	GUI/editor state; no engine cell
1554	PATCH	vs	patchManager	INERT-PROVEN	GUI/editor state; no engine cell
1555	PATCH	vs	patchListMain	INERT-PROVEN	GUI/editor state; no engine cell
1556	PATCH	vs	patchListSub	INERT-PROVEN	GUI/editor state; no engine cell
1557	PATCH	vs	activation	INERT-PROVEN	GUI/editor state; no engine cell
1558	PATCH	vs	mainZoom	INERT-PROVEN	GUI/editor state; no engine cell
1559	PATCH	vs	dm	INERT-PROVEN	GUI/editor state; no engine cell
1560	PATCH	vs	velSense	INERT-PROVEN	GUI/editor state; no engine cell
1561	PATCH	vs	voiceCount	INERT-PROVEN	GUI/editor state; no engine cell
1562	PATCH	vs	quality	INERT-PROVEN	GUI/editor state; no engine cell
1563	PATCH	vs	bankId	INERT-PROVEN	GUI/editor state; no engine cell
1564	PATCH	vs	patchId	INERT-PROVEN	GUI/editor state; no engine cell
1565	PATCH	vs	sampleRate	INERT-PROVEN	GUI/editor state; no engine cell
1566	PATCH	vs	patchZoom	INERT-PROVEN	GUI/editor state; no engine cell
1567	PATCH	vs	setup	INERT-PROVEN	GUI/editor state; no engine cell
1568	PATCH	vs	updateSetup	INERT-PROVEN	GUI/editor state; no engine cell
1569	PATCH	vs	writePatch	INERT-PROVEN	GUI/editor state; no engine cell
1570	PATCH	vs	auth	INERT-PROVEN	GUI/editor state; no engine cell
1571	PATCH	vs	updateAuth	INERT-PROVEN	GUI/editor state; no engine cell
1572	PATCH	vs	authDummy	INERT-PROVEN	GUI/editor state; no engine cell
1573	PATCH	ks	onVel	INERT-PROVEN	GUI/editor state; no engine cell
1574	PATCH	ks	offVel	INERT-PROVEN	GUI/editor state; no engine cell
1575	PATCH	ks	ch	INERT-PROVEN	GUI/editor state; no engine cell
